N_count,S_count,E_count,W_count,N_queue,S_queue,E_queue,W_queue,N_arrival,S_arrival,E_arrival,W_arrival,N_speed,S_speed,E_speed,W_speed,N_queue_growth,S_queue_growth,E_queue_growth,W_queue_growth,current_phase,elapsed_phase_time,scenario_id,cycle_idx,archetype,true_N_rate,true_S_rate,true_E_rate,true_W_rate,target_plan,best_delay
68.0,36.0,1.0,1.0,55.0,23.0,0.0,0.0,32.0,24.0,2.0,10.0,3.13,3.1,13.09,13.73,-3.0,-3.0,0.0,0.0,0.0,0.0,97,3,heavy_ns,36.4,28.4,7.9,5.9,P7,76.78
13.0,16.0,5.0,3.0,0.0,3.0,2.0,0.0,12.0,20.0,12.0,12.0,0.52,2.72,11.96,12.9,-11.0,-5.0,2.0,0.0,0.0,0.0,98,1,slight_ew,14.3,15.2,19.8,18.4,P4,16.62
21.0,14.0,3.0,8.0,0.0,0.0,0.0,3.0,26.0,18.0,16.0,18.0,1.56,1.93,11.75,11.62,-13.0,-9.0,0.0,3.0,0.0,0.0,98,2,slight_ew,14.3,15.2,19.8,18.4,P2,19.84
22.0,16.0,9.0,12.0,3.0,0.0,3.0,7.0,28.0,16.0,22.0,32.0,1.31,1.35,10.88,10.47,-12.0,-11.0,1.0,3.0,0.0,0.0,98,3,slight_ew,14.3,15.2,19.8,18.4,P2,22.23
3.0,5.0,21.0,17.0,0.0,0.0,17.0,12.0,6.0,8.0,24.0,40.0,7.56,3.21,10.55,10.0,0.0,-3.0,5.0,6.0,0.0,0.0,99,1,heavy_ew,5.6,5.9,38.1,27.3,P1,44.78
9.0,10.0,49.0,19.0,0.0,0.0,44.0,14.0,6.0,6.0,36.0,22.0,1.25,1.26,10.17,9.57,-7.0,-8.0,8.0,-1.0,0.0,0.0,99,2,heavy_ew,5.6,5.9,38.1,27.3,P1,57.0
6.0,4.0,63.0,13.0,0.0,0.0,57.0,8.0,6.0,4.0,38.0,18.0,2.54,0.25,10.84,10.52,-4.0,-2.0,3.0,0.0,0.0,0.0,99,3,heavy_ew,5.6,5.9,38.1,27.3,P1,69.16
25.0,13.0,5.0,5.0,5.0,0.0,2.0,1.0,24.0,8.0,14.0,16.0,1.12,1.59,10.44,10.98,-13.0,-9.0,2.0,1.0,0.0,0.0,100,1,moderate_ns,27.9,20.4,11.1,13.5,P5,25.54
33.0,15.0,3.0,5.0,17.0,0.0,0.0,1.0,30.0,18.0,10.0,14.0,1.97,1.62,12.76,13.27,-5.0,-10.0,0.0,1.0,0.0,0.0,100,2,moderate_ns,27.9,20.4,11.1,13.5,P6,30.6
34.0,20.0,7.0,3.0,19.0,6.0,2.0,0.0,22.0,28.0,24.0,14.0,2.55,2.72,11.0,13.63,-8.0,-7.0,2.0,0.0,0.0,0.0,100,3,moderate_ns,27.9,20.4,11.1,13.5,P7,40.38
13.0,9.0,21.0,10.0,0.0,0.0,17.0,6.0,22.0,10.0,30.0,24.0,1.58,3.53,10.63,10.57,-8.0,-4.0,2.0,3.0,0.0,0.0,101,1,moderate_ew,13.7,9.1,31.2,23.0,P1,36.82
25.0,8.0,37.0,17.0,1.0,0.0,32.0,11.0,22.0,6.0,38.0,30.0,0.54,3.1,10.11,10.98,-21.0,-5.0,2.0,1.0,0.0,0.0,101,2,moderate_ew,13.7,9.1,31.2,23.0,P2,49.26
22.0,8.0,53.0,23.0,0.0,0.0,47.0,18.0,22.0,6.0,36.0,24.0,0.89,1.87,10.53,10.7,-13.0,-5.0,3.0,0.0,0.0,0.0,101,3,moderate_ew,13.7,9.1,31.2,23.0,P1,61.23
21.0,29.0,5.0,8.0,6.0,12.0,0.0,3.0,26.0,38.0,18.0,26.0,2.43,1.73,13.96,10.57,-7.0,-11.0,0.0,2.0,0.0,0.0,102,1,moderate_ns,25.0,21.5,12.8,13.3,P7,36.17
32.0,34.0,5.0,7.0,19.0,21.0,1.0,2.0,34.0,28.0,18.0,18.0,3.18,3.41,11.14,12.98,-4.0,-3.0,0.0,2.0,0.0,0.0,102,2,moderate_ns,25.0,21.5,12.8,13.3,P7,43.84
31.0,31.0,2.0,4.0,17.0,19.0,0.0,1.0,20.0,24.0,12.0,16.0,2.96,3.79,13.65,11.83,-10.0,-2.0,0.0,1.0,0.0,0.0,102,3,moderate_ns,25.0,21.5,12.8,13.3,P7,47.86
18.0,15.0,3.0,3.0,3.0,0.0,0.0,0.0,30.0,10.0,12.0,12.0,2.37,0.49,12.45,13.52,-7.0,-12.0,0.0,0.0,0.0,0.0,103,1,moderate_ns,28.8,24.1,13.0,13.5,P7,30.43
33.0,19.0,2.0,7.0,19.0,6.0,1.0,2.0,24.0,26.0,8.0,18.0,2.96,3.42,10.31,9.77,-5.0,-6.0,1.0,1.0,0.0,0.0,103,2,moderate_ns,28.8,24.1,13.0,13.5,P7,43.53
54.0,29.0,4.0,3.0,41.0,16.0,1.0,0.0,32.0,22.0,16.0,10.0,3.2,3.33,11.92,12.77,-1.0,-6.0,1.0,0.0,0.0,0.0,103,3,moderate_ns,28.8,24.1,13.0,13.5,P7,59.8
20.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,14.0,8.0,0.48,2.02,12.71,14.24,-14.0,-9.0,0.0,0.0,0.0,0.0,104,1,moderate_ns,26.5,22.1,9.1,10.7,P7,18.77
14.0,16.0,2.0,2.0,1.0,2.0,0.0,0.0,18.0,12.0,8.0,10.0,3.28,2.99,13.05,11.97,-7.0,-7.0,0.0,0.0,0.0,0.0,104,2,moderate_ns,26.5,22.1,9.1,10.7,P7,22.76
23.0,16.0,1.0,3.0,10.0,3.0,0.0,0.0,28.0,22.0,6.0,8.0,3.28,3.31,13.48,13.17,-1.0,-5.0,0.0,0.0,0.0,0.0,104,3,moderate_ns,26.5,22.1,9.1,10.7,P7,32.96
44.0,30.0,3.0,3.0,26.0,13.0,0.0,1.0,40.0,32.0,6.0,10.0,1.46,1.73,10.53,10.53,-11.0,-9.0,-1.0,1.0,0.0,0.0,105,1,heavy_ns,42.0,31.2,8.4,8.7,P7,46.56
59.0,29.0,1.0,1.0,46.0,15.0,0.0,0.0,42.0,26.0,8.0,6.0,3.47,2.96,12.97,13.18,-1.0,-4.0,0.0,0.0,0.0,0.0,105,2,heavy_ns,42.0,31.2,8.4,8.7,P7,60.9
77.0,38.0,2.0,1.0,64.0,25.0,0.0,1.0,42.0,34.0,12.0,6.0,3.33,3.2,12.58,7.46,-3.0,0.0,0.0,1.0,0.0,0.0,105,3,heavy_ns,42.0,31.2,8.4,8.7,P7,77.23
13.0,7.0,18.0,8.0,0.0,0.0,12.0,2.0,12.0,8.0,42.0,26.0,1.74,3.3,11.27,11.07,-9.0,-4.0,3.0,1.0,0.0,0.0,106,1,moderate_ew,11.7,13.5,29.1,23.6,P1,30.5
14.0,10.0,32.0,8.0,0.0,0.0,26.0,3.0,20.0,4.0,42.0,20.0,2.65,1.12,10.85,10.87,-7.0,-9.0,6.0,1.0,0.0,0.0,106,2,moderate_ew,11.7,13.5,29.1,23.6,P1,40.93
13.0,16.0,41.0,16.0,0.0,0.0,36.0,12.0,10.0,12.0,34.0,16.0,0.8,1.25,10.56,10.45,-9.0,-11.0,7.0,4.0,0.0,0.0,106,3,moderate_ew,11.7,13.5,29.1,23.6,P1,51.96
16.0,14.0,10.0,7.0,0.0,0.0,6.0,1.0,16.0,22.0,20.0,22.0,0.91,2.7,10.43,13.31,-14.0,-9.0,3.0,1.0,0.0,0.0,107,1,balanced,18.0,19.0,17.8,18.8,P3,20.21
23.0,18.0,12.0,2.0,3.0,0.0,6.0,0.0,22.0,24.0,20.0,12.0,1.12,1.32,11.24,13.64,-14.0,-13.0,-4.0,0.0,0.0,0.0,107,2,balanced,18.0,19.0,17.8,18.8,P3,23.36
13.0,21.0,14.0,6.0,3.0,5.0,8.0,1.0,16.0,30.0,22.0,20.0,3.55,2.21,10.64,12.18,-3.0,-8.0,1.0,1.0,0.0,0.0,107,3,balanced,18.0,19.0,17.8,18.8,P3,24.63
17.0,18.0,9.0,4.0,2.0,0.0,4.0,0.0,20.0,22.0,26.0,16.0,2.74,1.76,9.47,11.94,-6.0,-11.0,3.0,0.0,0.0,0.0,108,1,slight_ns,21.7,19.0,16.5,14.1,P4,18.19
15.0,11.0,8.0,3.0,0.0,0.0,2.0,0.0,24.0,6.0,24.0,12.0,2.81,1.78,10.65,13.84,-7.0,-9.0,0.0,0.0,0.0,0.0,108,2,slight_ns,21.7,19.0,16.5,14.1,P5,18.85
14.0,20.0,1.0,5.0,0.0,4.0,0.0,0.0,14.0,18.0,12.0,16.0,2.02,2.18,13.79,11.4,-8.0,-10.0,0.0,0.0,0.0,0.0,108,3,slight_ns,21.7,19.0,16.5,14.1,P7,17.8
19.0,15.0,10.0,3.0,3.0,2.0,5.0,0.0,26.0,16.0,30.0,12.0,2.01,2.61,10.47,12.66,-7.0,-7.0,1.0,0.0,0.0,0.0,110,1,slight_ew,13.9,13.3,24.7,17.2,P2,22.7
14.0,21.0,16.0,6.0,0.0,0.0,10.0,1.0,12.0,18.0,26.0,22.0,0.86,0.95,10.18,12.02,-10.0,-14.0,-1.0,1.0,0.0,0.0,110,2,slight_ew,13.9,13.3,24.7,17.2,P1,28.2
7.0,15.0,17.0,5.0,0.0,0.0,11.0,3.0,6.0,10.0,16.0,16.0,2.23,1.18,10.8,11.51,-4.0,-12.0,-1.0,3.0,0.0,0.0,110,3,slight_ew,13.9,13.3,24.7,17.2,P1,30.3
15.0,22.0,6.0,13.0,0.0,5.0,1.0,7.0,14.0,32.0,20.0,26.0,0.89,2.5,11.79,10.06,-13.0,-3.0,1.0,1.0,0.0,0.0,111,1,balanced,20.7,20.2,20.6,20.5,P3,28.39
20.0,29.0,15.0,10.0,4.0,10.0,11.0,5.0,26.0,26.0,34.0,22.0,2.2,1.27,10.39,9.52,-8.0,-12.0,5.0,3.0,0.0,0.0,111,2,balanced,20.7,20.2,20.6,20.5,P2,33.5
23.0,30.0,16.0,9.0,3.0,8.0,10.0,4.0,12.0,20.0,24.0,12.0,1.07,0.85,11.13,10.38,-14.0,-16.0,-3.0,-1.0,0.0,0.0,111,3,balanced,20.7,20.2,20.6,20.5,P3,34.12
40.0,35.0,0.0,2.0,23.0,17.0,0.0,0.0,50.0,28.0,2.0,10.0,1.73,1.48,13.89,13.71,-5.0,-9.0,0.0,0.0,0.0,0.0,115,1,heavy_ns,43.1,27.8,8.8,5.8,P7,48.79
52.0,45.0,6.0,1.0,38.0,32.0,2.0,0.0,34.0,42.0,20.0,4.0,2.99,3.41,10.82,13.08,-3.0,-6.0,2.0,0.0,0.0,0.0,115,2,heavy_ns,43.1,27.8,8.8,5.8,P7,66.12
88.0,55.0,4.0,2.0,76.0,42.0,0.0,2.0,52.0,28.0,20.0,6.0,3.69,3.24,11.84,9.31,4.0,-4.0,0.0,2.0,0.0,0.0,115,3,heavy_ns,43.1,27.8,8.8,5.8,P7,88.91
9.0,5.0,9.0,11.0,0.0,0.0,4.0,6.0,16.0,10.0,22.0,30.0,5.34,2.15,11.09,10.51,-2.0,-2.0,1.0,1.0,0.0,0.0,116,1,moderate_ew,12.5,12.1,25.7,24.4,P1,22.76
7.0,14.0,8.0,18.0,0.0,0.0,1.0,13.0,8.0,14.0,20.0,28.0,5.01,1.43,12.0,10.1,-3.0,-10.0,1.0,2.0,0.0,0.0,116,2,moderate_ew,12.5,12.1,25.7,24.4,P1,31.59
15.0,14.0,16.0,24.0,0.0,1.0,11.0,18.0,4.0,18.0,26.0,26.0,0.66,1.56,11.07,10.59,-13.0,-7.0,0.0,6.0,0.0,0.0,116,3,moderate_ew,12.5,12.1,25.7,24.4,P1,40.2
44.0,21.0,0.0,1.0,26.0,0.0,0.0,0.0,44.0,24.0,6.0,6.0,1.54,1.49,14.06,13.21,-6.0,-12.0,0.0,0.0,0.0,0.0,117,1,heavy_ns,40.0,25.2,8.9,8.1,P7,42.65
61.0,18.0,1.0,2.0,49.0,5.0,0.0,0.0,32.0,32.0,12.0,8.0,3.6,3.25,10.17,12.5,-3.0,-2.0,0.0,0.0,0.0,0.0,117,2,heavy_ns,40.0,25.2,8.9,8.1,P7,57.44
81.0,16.0,1.0,1.0,68.0,4.0,0.0,0.0,42.0,14.0,10.0,8.0,3.4,3.7,13.74,12.65,-1.0,-5.0,0.0,0.0,0.0,0.0,117,3,heavy_ns,40.0,25.2,8.9,8.1,P7,73.98
17.0,17.0,9.0,3.0,1.0,1.0,3.0,0.0,18.0,18.0,24.0,14.0,2.52,2.02,10.71,9.56,-8.0,-10.0,1.0,0.0,0.0,0.0,119,1,balanced,21.8,19.6,22.2,21.2,P4,22.15
19.0,19.0,12.0,11.0,0.0,0.0,7.0,5.0,22.0,18.0,26.0,26.0,1.33,1.39,10.61,9.74,-13.0,-13.0,4.0,4.0,0.0,0.0,119,2,balanced,21.8,19.6,22.2,21.2,P3,25.95
27.0,19.0,9.0,11.0,7.0,0.0,3.0,5.0,30.0,18.0,14.0,22.0,1.13,0.86,10.0,10.4,-12.0,-15.0,-1.0,-2.0,0.0,0.0,119,3,balanced,21.8,19.6,22.2,21.2,P3,31.96
14.0,26.0,3.0,3.0,0.0,5.0,0.0,0.0,24.0,24.0,12.0,12.0,3.01,0.88,13.3,11.63,-9.0,-15.0,0.0,-1.0,0.0,0.0,120,1,moderate_ns,30.0,22.0,12.7,13.8,P6,22.98
18.0,17.0,1.0,3.0,3.0,2.0,0.0,0.0,26.0,12.0,8.0,14.0,2.57,2.52,14.01,11.93,-9.0,-9.0,0.0,0.0,0.0,0.0,120,2,moderate_ns,30.0,22.0,12.7,13.8,P7,29.19
31.0,23.0,3.0,4.0,18.0,10.0,0.0,0.0,22.0,30.0,8.0,16.0,3.26,3.29,13.05,13.62,-6.0,-4.0,0.0,0.0,0.0,0.0,120,3,moderate_ns,30.0,22.0,12.7,13.8,P7,35.37
10.0,20.0,13.0,5.0,0.0,2.0,8.0,2.0,8.0,28.0,34.0,14.0,1.42,1.53,10.48,10.71,-7.0,-9.0,-1.0,1.0,0.0,0.0,121,1,slight_ew,15.5,16.7,23.6,19.8,P1,24.2
23.0,18.0,14.0,10.0,2.0,0.0,8.0,5.0,24.0,16.0,26.0,24.0,0.94,1.2,11.18,10.13,-14.0,-14.0,-2.0,5.0,0.0,0.0,121,2,slight_ew,15.5,16.7,23.6,19.8,P1,28.51
22.0,21.0,18.0,13.0,0.0,0.0,12.0,9.0,14.0,24.0,22.0,24.0,0.62,1.13,9.5,10.29,-18.0,-14.0,3.0,4.0,0.0,0.0,121,3,slight_ew,15.5,16.7,23.6,19.8,P1,32.82
2.0,8.0,30.0,17.0,0.0,0.0,24.0,11.0,2.0,10.0,44.0,30.0,5.79,3.88,11.06,11.15,-1.0,-4.0,3.0,3.0,0.0,0.0,122,1,heavy_ew,7.4,6.3,36.5,33.3,P1,49.72
4.0,4.0,38.0,42.0,0.0,0.0,34.0,36.0,6.0,2.0,32.0,32.0,6.82,0.25,10.56,10.99,-1.0,-4.0,6.0,5.0,0.0,0.0,122,2,heavy_ew,7.4,6.3,36.5,33.3,P1,66.46
10.0,7.0,63.0,50.0,0.0,0.0,57.0,45.0,2.0,6.0,44.0,32.0,1.0,3.7,10.26,11.19,-9.0,-4.0,3.0,6.0,0.0,0.0,122,3,heavy_ew,7.4,6.3,36.5,33.3,P1,80.53
19.0,9.0,4.0,3.0,1.0,0.0,0.0,0.0,22.0,12.0,16.0,14.0,1.81,1.3,10.9,14.11,-9.0,-5.0,0.0,0.0,0.0,0.0,123,1,slight_ew,16.5,14.0,21.8,20.7,P4,16.91
10.0,11.0,8.0,6.0,0.0,0.0,2.0,0.0,10.0,12.0,26.0,18.0,2.05,2.21,11.05,12.25,-8.0,-7.0,2.0,0.0,0.0,0.0,123,2,slight_ew,16.5,14.0,21.8,20.7,P1,17.57
19.0,15.0,5.0,9.0,0.0,0.0,1.0,5.0,10.0,16.0,16.0,26.0,0.62,1.55,11.37,9.97,-16.0,-10.0,0.0,4.0,0.0,0.0,123,3,slight_ew,16.5,14.0,21.8,20.7,P2,16.69
19.0,19.0,1.0,2.0,0.0,1.0,0.0,0.0,18.0,14.0,8.0,14.0,1.99,1.53,11.64,12.55,-11.0,-12.0,0.0,0.0,0.0,0.0,124,1,moderate_ns,27.4,22.5,10.6,11.4,P7,26.14
29.0,16.0,5.0,1.0,17.0,4.0,0.0,0.0,36.0,20.0,14.0,4.0,3.72,3.73,11.99,13.35,1.0,-7.0,0.0,0.0,0.0,0.0,124,2,moderate_ns,27.4,22.5,10.6,11.4,P7,31.02
25.0,17.0,3.0,2.0,12.0,4.0,0.0,0.0,16.0,18.0,8.0,12.0,3.15,3.39,13.72,11.26,-5.0,-7.0,0.0,0.0,0.0,0.0,124,3,moderate_ns,27.4,22.5,10.6,11.4,P7,41.06
19.0,13.0,18.0,12.0,0.0,0.0,13.0,7.0,22.0,14.0,30.0,26.0,1.27,1.37,9.39,9.57,-13.0,-9.0,5.0,3.0,0.0,0.0,125,1,slight_ew,16.2,14.4,24.3,21.2,P1,26.59
16.0,14.0,18.0,11.0,0.0,0.0,13.0,7.0,14.0,12.0,16.0,20.0,1.56,1.67,10.52,10.31,-11.0,-10.0,0.0,5.0,0.0,0.0,125,2,slight_ew,16.2,14.4,24.3,21.2,P1,25.59
20.0,12.0,10.0,6.0,0.0,0.0,4.0,0.0,24.0,10.0,8.0,16.0,1.19,2.17,10.33,12.89,-12.0,-8.0,-3.0,0.0,0.0,0.0,125,3,slight_ew,16.2,14.4,24.3,21.2,P1,25.51
9.0,16.0,8.0,7.0,0.0,1.0,3.0,0.0,16.0,20.0,22.0,16.0,4.48,2.31,10.01,13.56,-2.0,-8.0,-1.0,0.0,0.0,0.0,126,1,slight_ew,15.2,15.1,20.1,18.4,P4,15.99
11.0,18.0,8.0,6.0,0.0,1.0,1.0,1.0,20.0,20.0,22.0,24.0,3.98,2.25,12.93,13.42,-3.0,-8.0,1.0,1.0,0.0,0.0,126,2,slight_ew,15.2,15.1,20.1,18.4,P2,16.27
15.0,18.0,7.0,9.0,0.0,0.0,2.0,3.0,16.0,14.0,24.0,20.0,1.5,0.71,11.8,10.9,-9.0,-16.0,2.0,3.0,0.0,0.0,126,3,slight_ew,15.2,15.1,20.1,18.4,P1,18.14
21.0,17.0,3.0,7.0,7.0,1.0,0.0,1.0,38.0,18.0,8.0,20.0,2.82,2.06,12.62,10.59,-2.0,-13.0,0.0,-1.0,0.0,0.0,129,1,slight_ns,20.8,20.5,14.9,15.1,P5,23.29
26.0,17.0,8.0,4.0,10.0,4.0,4.0,1.0,20.0,22.0,20.0,14.0,1.97,2.38,11.97,11.97,-11.0,-3.0,4.0,1.0,0.0,0.0,129,2,slight_ns,20.8,20.5,14.9,15.1,P6,23.46
19.0,20.0,4.0,4.0,4.0,4.0,0.0,0.0,16.0,28.0,10.0,16.0,2.56,2.09,12.57,12.96,-10.0,-5.0,0.0,0.0,0.0,0.0,129,3,slight_ns,20.8,20.5,14.9,15.1,P6,20.87
18.0,18.0,4.0,3.0,3.0,2.0,0.0,0.0,20.0,24.0,12.0,10.0,2.06,2.0,11.98,13.44,-6.0,-10.0,0.0,0.0,0.0,0.0,130,1,moderate_ns,32.0,22.9,10.8,11.3,P7,21.2
22.0,14.0,3.0,5.0,9.0,1.0,0.0,1.0,32.0,18.0,12.0,20.0,3.4,3.38,13.79,12.92,-5.0,-5.0,0.0,1.0,0.0,0.0,130,2,moderate_ns,32.0,22.9,10.8,11.3,P7,30.97
43.0,16.0,3.0,5.0,30.0,2.0,1.0,0.0,30.0,30.0,18.0,18.0,3.31,3.92,13.38,10.91,-7.0,-2.0,1.0,0.0,0.0,0.0,130,3,moderate_ns,32.0,22.9,10.8,11.3,P7,45.68
12.0,13.0,18.0,12.0,0.0,0.0,13.0,6.0,14.0,20.0,34.0,12.0,2.69,3.02,11.63,10.11,-5.0,-7.0,3.0,0.0,0.0,0.0,132,1,moderate_ew,13.8,12.5,26.3,24.2,P1,33.35
16.0,10.0,30.0,18.0,0.0,0.0,24.0,12.0,14.0,12.0,30.0,26.0,1.1,0.62,11.25,10.76,-13.0,-9.0,2.0,0.0,0.0,0.0,132,2,moderate_ew,13.8,12.5,26.3,24.2,P1,47.68
18.0,12.0,49.0,19.0,1.0,0.0,44.0,14.0,26.0,14.0,38.0,24.0,1.65,1.18,10.69,11.32,-7.0,-9.0,5.0,4.0,0.0,0.0,132,3,moderate_ew,13.8,12.5,26.3,24.2,P1,57.24
23.0,15.0,5.0,4.0,5.0,2.0,1.0,1.0,26.0,20.0,20.0,14.0,1.48,2.58,11.51,12.62,-9.0,-5.0,1.0,1.0,0.0,0.0,135,1,slight_ns,20.6,22.8,15.2,15.8,P5,21.87
18.0,25.0,5.0,4.0,2.0,9.0,1.0,0.0,20.0,22.0,16.0,12.0,2.21,2.06,11.98,11.91,-10.0,-9.0,1.0,-1.0,0.0,0.0,135,2,slight_ns,20.6,22.8,15.2,15.8,P5,23.94
15.0,23.0,5.0,4.0,0.0,7.0,2.0,0.0,14.0,20.0,18.0,16.0,1.94,2.23,12.84,12.31,-9.0,-11.0,2.0,0.0,0.0,0.0,135,3,slight_ns,20.6,22.8,15.2,15.8,P6,22.58
22.0,19.0,4.0,2.0,4.0,3.0,1.0,0.0,14.0,28.0,22.0,12.0,1.68,2.08,11.31,12.19,-14.0,-8.0,1.0,0.0,0.0,0.0,136,1,slight_ns,22.8,21.5,13.4,13.0,P6,28.24
28.0,20.0,5.0,5.0,13.0,6.0,1.0,0.0,30.0,18.0,20.0,14.0,2.4,2.74,11.84,13.25,-8.0,-6.0,1.0,0.0,0.0,0.0,136,2,slight_ns,22.8,21.5,13.4,13.0,P6,28.99
22.0,18.0,0.0,6.0,8.0,3.0,0.0,0.0,12.0,18.0,2.0,16.0,2.71,2.62,13.77,10.67,-7.0,-6.0,0.0,-2.0,0.0,0.0,136,3,slight_ns,22.8,21.5,13.4,13.0,P7,31.23
29.0,15.0,2.0,6.0,12.0,0.0,0.0,0.0,36.0,16.0,8.0,24.0,1.82,1.44,11.79,10.61,-10.0,-13.0,0.0,0.0,0.0,0.0,138,1,moderate_ns,25.8,19.5,11.5,11.9,P7,30.83
33.0,18.0,2.0,4.0,21.0,5.0,0.0,2.0,30.0,14.0,8.0,12.0,3.6,3.2,13.86,11.01,-4.0,-7.0,0.0,2.0,0.0,0.0,138,2,moderate_ns,25.8,19.5,11.5,11.9,P6,33.86
32.0,17.0,4.0,5.0,17.0,0.0,0.0,0.0,14.0,26.0,14.0,14.0,2.55,1.98,11.92,11.54,-8.0,-11.0,0.0,0.0,0.0,0.0,138,3,moderate_ns,25.8,19.5,11.5,11.9,P7,37.63
42.0,16.0,5.0,2.0,24.0,0.0,0.0,0.0,44.0,16.0,14.0,4.0,1.64,1.51,12.47,12.28,-9.0,-11.0,0.0,0.0,0.0,0.0,139,1,heavy_ns,34.5,25.5,7.3,6.2,P7,41.68
50.0,23.0,1.0,2.0,37.0,10.0,0.0,1.0,32.0,22.0,8.0,6.0,3.22,3.41,12.2,8.58,-2.0,-6.0,0.0,1.0,0.0,0.0,139,2,heavy_ns,34.5,25.5,7.3,6.2,P7,59.74
67.0,41.0,1.0,2.0,54.0,29.0,0.0,0.0,32.0,38.0,2.0,8.0,3.13,3.82,12.58,12.41,-5.0,2.0,0.0,0.0,0.0,0.0,139,3,heavy_ns,34.5,25.5,7.3,6.2,P7,76.7
17.0,15.0,8.0,2.0,0.0,0.0,3.0,0.0,10.0,14.0,26.0,10.0,1.77,1.25,11.13,10.69,-11.0,-10.0,2.0,0.0,0.0,0.0,140,1,slight_ns,19.7,21.6,15.4,16.2,P6,20.85
17.0,23.0,6.0,3.0,1.0,9.0,0.0,0.0,26.0,22.0,14.0,8.0,2.06,2.75,12.86,12.18,-11.0,-4.0,0.0,0.0,0.0,0.0,140,2,slight_ns,19.7,21.6,15.4,16.2,P6,23.24
17.0,23.0,4.0,4.0,3.0,9.0,0.0,0.0,24.0,28.0,18.0,20.0,2.86,3.03,11.77,12.17,-8.0,-4.0,0.0,-1.0,0.0,0.0,140,3,slight_ns,19.7,21.6,15.4,16.2,P6,26.45
14.0,13.0,12.0,9.0,0.0,0.0,7.0,5.0,16.0,18.0,30.0,24.0,0.75,2.49,10.24,10.5,-10.0,-7.0,2.0,5.0,0.0,0.0,142,1,moderate_ew,14.0,10.5,29.3,23.3,P1,26.83
14.0,15.0,13.0,22.0,0.0,0.0,7.0,16.0,12.0,16.0,22.0,36.0,1.32,0.59,10.75,11.24,-10.0,-12.0,0.0,0.0,0.0,0.0,142,2,moderate_ew,14.0,10.5,29.3,23.3,P1,37.04
16.0,10.0,19.0,33.0,1.0,0.0,15.0,28.0,20.0,14.0,28.0,28.0,2.72,5.14,10.48,10.89,-5.0,-3.0,4.0,1.0,0.0,0.0,142,3,moderate_ew,14.0,10.5,29.3,23.3,P1,44.26
5.0,7.0,32.0,8.0,0.0,0.0,27.0,2.0,6.0,10.0,52.0,28.0,1.55,7.05,9.97,10.55,-3.0,-2.0,8.0,0.0,0.0,0.0,143,1,heavy_ew,5.4,8.1,40.3,26.6,P1,44.42
11.0,9.0,49.0,25.0,0.0,0.0,43.0,20.0,14.0,6.0,26.0,38.0,2.86,1.84,10.69,10.51,-7.0,-6.0,1.0,4.0,0.0,0.0,143,2,heavy_ew,5.4,8.1,40.3,26.6,P1,63.37
9.0,9.0,69.0,47.0,0.0,0.0,65.0,42.0,2.0,10.0,40.0,38.0,0.65,5.06,10.7,9.96,-8.0,-4.0,3.0,5.0,0.0,0.0,143,3,heavy_ew,5.4,8.1,40.3,26.6,P1,80.43
10.0,12.0,3.0,3.0,1.0,0.0,1.0,0.0,12.0,12.0,16.0,14.0,2.89,0.88,10.92,13.28,-3.0,-8.0,1.0,0.0,0.0,0.0,144,1,balanced,14.3,14.0,13.8,15.1,P5,15.19
7.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0,6.0,16.0,18.0,4.0,2.56,1.93,12.13,13.7,-5.0,-5.0,0.0,0.0,0.0,0.0,144,2,balanced,14.3,14.0,13.8,15.1,P2,15.47
11.0,18.0,9.0,5.0,0.0,0.0,4.0,2.0,16.0,18.0,28.0,16.0,2.09,1.39,10.57,10.52,-6.0,-13.0,2.0,2.0,0.0,0.0,144,3,balanced,14.3,14.0,13.8,15.1,P2,18.18
8.0,18.0,11.0,14.0,0.0,0.0,6.0,9.0,12.0,20.0,28.0,38.0,6.71,0.77,9.4,9.59,-2.0,-15.0,3.0,7.0,0.0,0.0,147,1,moderate_ew,12.3,13.7,28.0,22.8,P1,32.62
7.0,17.0,21.0,26.0,0.0,1.0,16.0,22.0,4.0,18.0,28.0,36.0,1.27,2.02,10.45,10.48,-5.0,-12.0,1.0,5.0,0.0,0.0,147,2,moderate_ew,12.3,13.7,28.0,22.8,P2,44.69
13.0,14.0,41.0,26.0,0.0,0.0,36.0,20.0,16.0,12.0,36.0,22.0,3.04,1.16,10.19,11.25,-7.0,-11.0,4.0,-1.0,0.0,0.0,147,3,moderate_ew,12.3,13.7,28.0,22.8,P1,54.2
39.0,21.0,2.0,2.0,21.0,4.0,0.0,1.0,40.0,24.0,6.0,4.0,1.55,1.68,12.84,7.83,-7.0,-8.0,0.0,1.0,0.0,0.0,148,1,heavy_ns,35.5,26.7,5.6,5.2,P7,42.62
53.0,23.0,0.0,2.0,41.0,10.0,0.0,0.0,36.0,30.0,2.0,4.0,3.73,3.49,13.89,13.45,3.0,-5.0,0.0,0.0,0.0,0.0,148,2,heavy_ns,35.5,26.7,5.6,5.2,P7,58.88
