N_count,S_count,E_count,W_count,N_queue,S_queue,E_queue,W_queue,N_arrival,S_arrival,E_arrival,W_arrival,N_speed,S_speed,E_speed,W_speed,N_queue_growth,S_queue_growth,E_queue_growth,W_queue_growth,current_phase,elapsed_phase_time,scenario_id,cycle_idx,archetype,true_N_rate,true_S_rate,true_E_rate,true_W_rate,target_plan,best_delay
6.0,9.0,17.0,10.0,0.0,0.0,11.0,5.0,4.0,6.0,32.0,18.0,2.56,0.96,10.08,11.35,-4.0,-8.0,4.0,-1.0,0.0,0.0,204,1,moderate_ew,10.1,9.3,30.8,25.4,P1,26.72
5.0,8.0,19.0,12.0,0.0,0.0,14.0,6.0,2.0,10.0,28.0,24.0,2.39,4.99,9.49,11.38,-4.0,-4.0,3.0,-4.0,0.0,0.0,204,2,moderate_ew,10.1,9.3,30.8,25.4,P2,30.77
6.0,6.0,20.0,15.0,0.0,0.0,15.0,10.0,6.0,8.0,28.0,26.0,1.51,4.64,11.33,10.61,-4.0,-3.0,1.0,4.0,0.0,0.0,204,3,moderate_ew,10.1,9.3,30.8,25.4,P1,34.29
9.0,9.0,9.0,4.0,0.0,0.0,3.0,2.0,6.0,8.0,26.0,16.0,1.76,2.05,13.15,10.76,-6.0,-5.0,3.0,2.0,0.0,0.0,207,1,slight_ew,15.7,16.0,24.7,19.5,P1,23.89
12.0,20.0,22.0,10.0,0.0,0.0,16.0,5.0,10.0,20.0,22.0,34.0,1.12,1.61,11.07,11.51,-9.0,-11.0,1.0,3.0,0.0,0.0,207,2,slight_ew,15.7,16.0,24.7,19.5,P1,33.19
21.0,10.0,23.0,21.0,0.0,0.0,17.0,17.0,18.0,12.0,24.0,28.0,0.74,2.57,10.89,9.18,-17.0,-5.0,1.0,6.0,0.0,0.0,207,3,slight_ew,15.7,16.0,24.7,19.5,P2,33.88
26.0,22.0,2.0,6.0,8.0,4.0,0.0,1.0,34.0,26.0,10.0,18.0,1.54,1.53,12.76,12.67,-10.0,-12.0,0.0,1.0,0.0,0.0,210,1,moderate_ns,28.1,20.7,10.8,13.9,P5,27.4
31.0,9.0,7.0,6.0,15.0,0.0,1.0,1.0,22.0,10.0,16.0,16.0,1.98,5.08,10.58,11.64,-6.0,-4.0,-1.0,1.0,0.0,0.0,210,2,moderate_ns,28.1,20.7,10.8,13.9,P6,33.26
37.0,24.0,4.0,3.0,22.0,9.0,0.0,0.0,26.0,26.0,14.0,12.0,2.55,2.58,11.72,12.26,-6.0,-5.0,0.0,0.0,0.0,0.0,210,3,moderate_ns,28.1,20.7,10.8,13.9,P7,39.6
10.0,12.0,12.0,9.0,0.0,0.0,6.0,4.0,16.0,16.0,24.0,28.0,3.17,2.1,10.65,10.47,-4.0,-7.0,1.0,1.0,0.0,0.0,211,1,slight_ew,15.2,16.9,21.2,19.4,P1,25.54
24.0,22.0,22.0,8.0,0.0,0.0,17.0,1.0,22.0,14.0,26.0,26.0,0.48,0.69,10.5,12.04,-17.0,-19.0,3.0,0.0,0.0,0.0,211,2,slight_ew,15.2,16.9,21.2,19.4,P1,31.81
19.0,19.0,28.0,7.0,0.0,0.0,22.0,0.0,18.0,18.0,28.0,18.0,1.27,1.17,11.32,11.56,-12.0,-12.0,2.0,0.0,0.0,0.0,211,3,slight_ew,15.2,16.9,21.2,19.4,P3,33.42
27.0,21.0,2.0,3.0,7.0,3.0,0.0,0.0,32.0,22.0,8.0,18.0,1.13,1.66,13.55,13.11,-14.0,-11.0,0.0,0.0,0.0,0.0,214,1,slight_ns,24.9,21.7,13.8,16.3,P5,25.74
23.0,26.0,3.0,4.0,8.0,10.0,1.0,0.0,24.0,34.0,8.0,18.0,2.32,2.06,13.14,11.57,-8.0,-6.0,1.0,-1.0,0.0,0.0,214,2,slight_ns,24.9,21.7,13.8,16.3,P5,29.17
20.0,21.0,7.0,6.0,4.0,5.0,3.0,1.0,16.0,20.0,22.0,18.0,2.22,1.99,11.18,11.33,-12.0,-10.0,3.0,1.0,0.0,0.0,214,3,slight_ns,24.9,21.7,13.8,16.3,P7,34.67
11.0,7.0,20.0,10.0,1.0,0.0,14.0,5.0,18.0,10.0,38.0,24.0,5.18,2.39,10.79,10.4,-3.0,-4.0,1.0,4.0,0.0,0.0,215,1,moderate_ew,10.0,10.1,31.1,21.3,P1,30.71
15.0,9.0,31.0,5.0,0.0,0.0,27.0,0.0,16.0,6.0,30.0,18.0,2.16,1.75,10.44,13.03,-8.0,-6.0,3.0,0.0,0.0,0.0,215,2,moderate_ew,10.0,10.1,31.1,21.3,P1,40.36
13.0,12.0,48.0,6.0,0.0,0.0,42.0,1.0,8.0,10.0,30.0,16.0,1.99,1.41,11.09,10.04,-9.0,-8.0,0.0,-2.0,0.0,0.0,215,3,moderate_ew,10.0,10.1,31.1,21.3,P1,53.17
20.0,23.0,5.0,7.0,2.0,6.0,0.0,2.0,26.0,22.0,22.0,24.0,1.64,1.72,13.14,11.47,-12.0,-10.0,0.0,2.0,0.0,0.0,217,1,slight_ns,22.2,21.8,13.4,16.5,P6,24.94
18.0,27.0,4.0,2.0,4.0,12.0,0.0,0.0,22.0,26.0,14.0,10.0,2.77,2.56,12.72,12.65,-5.0,-8.0,0.0,0.0,0.0,0.0,217,2,slight_ns,22.2,21.8,13.4,16.5,P5,25.95
17.0,28.0,8.0,5.0,0.0,12.0,1.0,0.0,24.0,24.0,20.0,18.0,2.32,2.06,11.59,11.35,-10.0,-8.0,1.0,0.0,0.0,0.0,217,3,slight_ns,22.2,21.8,13.4,16.5,P5,26.31
23.0,24.0,2.0,5.0,6.0,6.0,0.0,0.0,32.0,22.0,12.0,18.0,1.93,1.6,12.69,11.3,-8.0,-12.0,0.0,0.0,0.0,0.0,218,1,slight_ns,19.1,21.7,14.0,14.3,P6,27.41
23.0,21.0,6.0,1.0,9.0,7.0,0.0,0.0,12.0,22.0,20.0,10.0,2.82,2.79,12.87,14.02,-8.0,-6.0,0.0,0.0,0.0,0.0,218,2,slight_ns,19.1,21.7,14.0,14.3,P7,30.33
26.0,22.0,2.0,2.0,13.0,9.0,1.0,0.0,34.0,20.0,8.0,4.0,3.09,3.2,10.92,11.77,-4.0,-5.0,1.0,0.0,0.0,0.0,218,3,slight_ns,19.1,21.7,14.0,14.3,P7,30.72
11.0,13.0,6.0,5.0,0.0,0.0,0.0,0.0,10.0,6.0,20.0,20.0,2.66,0.75,11.45,11.52,-7.0,-10.0,0.0,0.0,0.0,0.0,219,1,slight_ns,20.6,17.8,14.7,13.5,P6,14.52
14.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,16.0,20.0,16.0,4.0,1.65,4.07,14.07,10.36,-9.0,-3.0,0.0,0.0,0.0,0.0,219,2,slight_ns,20.6,17.8,14.7,13.5,P6,15.46
17.0,14.0,7.0,3.0,2.0,0.0,2.0,0.0,18.0,26.0,18.0,10.0,2.46,4.69,10.8,12.78,-9.0,-3.0,2.0,0.0,0.0,0.0,219,3,slight_ns,20.6,17.8,14.7,13.5,P5,17.72
7.0,17.0,6.0,2.0,0.0,0.0,0.0,0.0,10.0,18.0,16.0,10.0,6.23,0.54,13.26,12.14,-2.0,-13.0,0.0,0.0,0.0,0.0,220,1,balanced,18.6,17.8,16.6,17.8,P6,15.9
7.0,11.0,7.0,3.0,0.0,0.0,3.0,0.0,14.0,20.0,18.0,10.0,4.77,3.57,9.92,13.2,-2.0,-5.0,3.0,0.0,0.0,0.0,220,2,balanced,18.6,17.8,16.6,17.8,P2,18.01
23.0,17.0,9.0,6.0,2.0,0.0,3.0,2.0,20.0,10.0,32.0,16.0,1.01,0.62,12.07,11.47,-16.0,-14.0,3.0,2.0,0.0,0.0,220,3,balanced,18.6,17.8,16.6,17.8,P4,24.46
5.0,9.0,9.0,9.0,0.0,0.0,5.0,5.0,10.0,10.0,30.0,24.0,3.14,1.66,10.53,10.5,0.0,-7.0,3.0,4.0,0.0,0.0,221,1,moderate_ew,9.2,12.9,31.1,22.7,P1,25.29
18.0,11.0,24.0,10.0,0.0,0.0,18.0,4.0,16.0,14.0,32.0,20.0,0.96,2.27,11.24,11.17,-13.0,-5.0,3.0,0.0,0.0,0.0,221,2,moderate_ew,9.2,12.9,31.1,22.7,P1,39.53
7.0,10.0,42.0,23.0,0.0,0.0,36.0,18.0,8.0,10.0,40.0,36.0,1.48,1.58,10.33,10.67,-5.0,-5.0,5.0,7.0,0.0,0.0,221,3,moderate_ew,9.2,12.9,31.1,22.7,P1,53.37
27.0,17.0,4.0,2.0,9.0,0.0,0.0,1.0,22.0,20.0,12.0,14.0,1.48,1.32,12.47,10.72,-10.0,-12.0,0.0,1.0,0.0,0.0,222,1,moderate_ns,29.5,19.2,14.0,13.2,P7,32.07
45.0,9.0,2.0,1.0,32.0,0.0,0.0,0.0,44.0,16.0,8.0,6.0,3.47,7.03,12.35,12.54,-3.0,-1.0,0.0,0.0,0.0,0.0,222,2,moderate_ns,29.5,19.2,14.0,13.2,P7,44.88
60.0,17.0,3.0,5.0,47.0,0.0,0.0,0.0,30.0,28.0,10.0,16.0,3.28,2.59,13.22,12.56,-1.0,-9.0,0.0,0.0,0.0,0.0,222,3,moderate_ns,29.5,19.2,14.0,13.2,P7,56.58
7.0,14.0,5.0,2.0,0.0,0.0,0.0,0.0,6.0,14.0,20.0,14.0,1.24,1.74,12.28,12.54,-5.0,-10.0,-1.0,0.0,0.0,0.0,224,1,balanced,15.5,15.5,16.9,16.8,P5,16.66
13.0,17.0,2.0,3.0,0.0,5.0,0.0,1.0,16.0,30.0,10.0,16.0,2.62,3.8,13.73,11.52,-9.0,-4.0,0.0,1.0,0.0,0.0,224,2,balanced,15.5,15.5,16.9,16.8,P4,16.38
12.0,19.0,6.0,5.0,0.0,2.0,1.0,1.0,14.0,22.0,18.0,22.0,1.72,1.73,12.78,13.74,-8.0,-11.0,1.0,1.0,0.0,0.0,224,3,balanced,15.5,15.5,16.9,16.8,P4,17.38
4.0,8.0,20.0,12.0,0.0,0.0,15.0,6.0,6.0,10.0,30.0,24.0,0.5,3.83,10.36,10.19,-3.0,-5.0,4.0,1.0,0.0,0.0,225,1,heavy_ew,6.3,9.0,39.3,28.5,P1,43.16
15.0,8.0,48.0,21.0,1.0,0.0,42.0,15.0,20.0,8.0,46.0,28.0,1.57,1.51,10.89,10.82,-8.0,-6.0,1.0,4.0,0.0,0.0,225,2,heavy_ew,6.3,9.0,39.3,28.5,P1,61.1
11.0,9.0,72.0,38.0,0.0,0.0,68.0,34.0,10.0,8.0,38.0,14.0,1.91,0.35,9.4,10.61,-7.0,-6.0,4.0,1.0,0.0,0.0,225,3,heavy_ew,6.3,9.0,39.3,28.5,P1,78.42
16.0,21.0,4.0,20.0,3.0,4.0,0.0,14.0,24.0,22.0,22.0,36.0,3.26,1.91,12.34,10.04,-4.0,-6.0,0.0,2.0,0.0,0.0,227,1,random_mix,20.8,28.6,17.8,29.2,P2,35.34
24.0,33.0,2.0,28.0,4.0,12.0,0.0,23.0,18.0,36.0,18.0,26.0,1.07,0.94,12.94,10.56,-12.0,-16.0,0.0,0.0,0.0,0.0,227,2,random_mix,20.8,28.6,17.8,29.2,P2,48.44
27.0,47.0,7.0,41.0,5.0,27.0,3.0,37.0,12.0,24.0,24.0,30.0,0.84,1.08,10.47,10.59,-17.0,-11.0,3.0,8.0,0.0,0.0,227,3,random_mix,20.8,28.6,17.8,29.2,P1,56.91
22.0,21.0,0.0,5.0,5.0,3.0,0.0,0.0,16.0,22.0,4.0,22.0,1.82,1.58,14.2,13.32,-9.0,-11.0,0.0,0.0,0.0,0.0,229,1,moderate_ns,27.2,20.8,13.8,12.4,P7,27.12
30.0,18.0,4.0,5.0,18.0,5.0,0.0,0.0,38.0,22.0,12.0,20.0,3.67,3.12,12.43,11.71,-4.0,-3.0,0.0,0.0,0.0,0.0,229,2,moderate_ns,27.2,20.8,13.8,12.4,P7,30.84
37.0,16.0,4.0,5.0,24.0,0.0,0.0,0.0,28.0,28.0,12.0,20.0,3.48,2.19,12.41,11.73,-4.0,-9.0,0.0,-1.0,0.0,0.0,229,3,moderate_ns,27.2,20.8,13.8,12.4,P7,39.81
18.0,36.0,3.0,4.0,0.0,18.0,0.0,0.0,24.0,40.0,16.0,12.0,1.19,1.53,11.22,12.94,-13.0,-11.0,0.0,0.0,0.0,0.0,230,1,moderate_ns,25.5,24.8,9.5,9.5,P7,33.76
18.0,36.0,0.0,3.0,5.0,24.0,0.0,0.0,28.0,36.0,0.0,6.0,3.55,3.6,13.89,11.73,-7.0,0.0,0.0,0.0,0.0,0.0,230,2,moderate_ns,25.5,24.8,9.5,9.5,P7,42.93
30.0,42.0,3.0,2.0,17.0,28.0,0.0,0.0,16.0,22.0,12.0,8.0,3.27,2.96,13.51,12.61,-7.0,-7.0,0.0,-1.0,0.0,0.0,230,3,moderate_ns,25.5,24.8,9.5,9.5,P7,51.34
4.0,9.0,33.0,20.0,0.0,0.0,29.0,14.0,8.0,14.0,40.0,38.0,7.3,3.92,10.5,10.57,-1.0,-3.0,8.0,2.0,0.0,0.0,231,1,heavy_ew,6.5,5.5,34.6,33.6,P1,48.96
8.0,6.0,47.0,30.0,0.0,0.0,42.0,25.0,6.0,10.0,30.0,24.0,1.19,1.42,9.98,11.54,-6.0,-3.0,3.0,-1.0,0.0,0.0,231,2,heavy_ew,6.5,5.5,34.6,33.6,P1,69.89
10.0,6.0,74.0,45.0,0.0,0.0,69.0,40.0,14.0,4.0,46.0,30.0,2.96,0.58,9.76,10.1,-5.0,-5.0,9.0,0.0,0.0,0.0,231,3,heavy_ew,6.5,5.5,34.6,33.6,P1,83.83
9.0,7.0,11.0,19.0,0.0,0.0,5.0,13.0,10.0,12.0,24.0,32.0,2.11,4.96,11.04,11.27,-4.0,-3.0,0.0,2.0,0.0,0.0,232,1,moderate_ew,10.6,9.6,27.5,23.7,P1,31.11
12.0,12.0,18.0,15.0,0.0,0.0,13.0,9.0,10.0,10.0,30.0,14.0,0.93,0.58,10.43,10.87,-10.0,-10.0,1.0,-3.0,0.0,0.0,232,2,moderate_ew,10.6,9.6,27.5,23.7,P2,32.81
15.0,9.0,24.0,11.0,0.0,0.0,19.0,7.0,10.0,8.0,22.0,16.0,1.31,1.28,11.49,10.48,-11.0,-8.0,2.0,1.0,0.0,0.0,232,3,moderate_ew,10.6,9.6,27.5,23.7,P1,36.88
23.0,26.0,0.0,1.0,4.0,8.0,0.0,0.0,30.0,36.0,6.0,8.0,1.26,1.55,13.89,13.86,-10.0,-8.0,0.0,0.0,0.0,0.0,233,1,random_mix,17.6,29.9,8.3,14.2,P7,25.59
18.0,24.0,1.0,4.0,5.0,12.0,0.0,0.0,22.0,26.0,10.0,18.0,3.53,3.67,13.29,12.99,-6.0,-3.0,0.0,0.0,0.0,0.0,233,2,random_mix,17.6,29.9,8.3,14.2,P7,34.78
15.0,40.0,2.0,5.0,2.0,27.0,0.0,0.0,20.0,36.0,8.0,16.0,3.32,3.41,14.18,12.26,-5.0,-2.0,0.0,0.0,0.0,0.0,233,3,random_mix,17.6,29.9,8.3,14.2,P7,39.72
17.0,15.0,4.0,4.0,0.0,0.0,2.0,2.0,18.0,16.0,16.0,14.0,1.41,2.08,10.97,11.36,-11.0,-10.0,2.0,2.0,0.0,0.0,234,1,slight_ew,14.4,15.3,20.3,20.9,P2,18.39
9.0,13.0,10.0,0.0,0.0,0.0,4.0,0.0,10.0,12.0,22.0,6.0,1.64,0.87,11.16,13.78,-6.0,-11.0,-1.0,0.0,0.0,0.0,234,2,slight_ew,14.4,15.3,20.3,20.9,P3,20.43
12.0,12.0,15.0,7.0,0.0,0.0,9.0,1.0,12.0,14.0,18.0,24.0,1.99,1.35,10.61,11.49,-7.0,-8.0,-1.0,0.0,0.0,0.0,234,3,slight_ew,14.4,15.3,20.3,20.9,P1,21.55
11.0,16.0,10.0,8.0,0.0,0.0,4.0,2.0,12.0,12.0,32.0,22.0,0.43,1.94,11.02,9.92,-10.0,-11.0,0.0,-1.0,0.0,0.0,236,1,slight_ew,15.3,16.2,24.1,22.8,P1,25.49
21.0,17.0,21.0,9.0,0.0,0.0,15.0,3.0,10.0,16.0,34.0,22.0,0.37,0.84,10.66,10.8,-18.0,-12.0,2.0,0.0,0.0,0.0,236,2,slight_ew,15.3,16.2,24.1,22.8,P1,29.54
13.0,19.0,23.0,10.0,0.0,0.0,18.0,5.0,10.0,18.0,24.0,24.0,1.72,1.38,11.46,10.57,-8.0,-14.0,2.0,3.0,0.0,0.0,236,3,slight_ew,15.3,16.2,24.1,22.8,P3,32.48
15.0,7.0,25.0,13.0,0.0,0.0,21.0,7.0,16.0,10.0,42.0,28.0,1.7,1.72,10.44,10.74,-9.0,-6.0,7.0,1.0,0.0,0.0,237,1,moderate_ew,12.1,12.2,25.2,25.5,P2,32.43
11.0,15.0,24.0,20.0,0.0,1.0,18.0,15.0,8.0,22.0,22.0,34.0,1.8,2.62,11.23,11.59,-7.0,-8.0,0.0,2.0,0.0,0.0,237,2,moderate_ew,12.1,12.2,25.2,25.5,P1,43.64
16.0,22.0,40.0,25.0,0.0,1.0,34.0,19.0,14.0,22.0,38.0,22.0,1.17,0.94,10.94,11.26,-11.0,-15.0,2.0,-1.0,0.0,0.0,237,3,moderate_ew,12.1,12.2,25.2,25.5,P1,49.23
9.0,15.0,5.0,7.0,0.0,0.0,1.0,4.0,10.0,16.0,18.0,24.0,2.34,1.25,12.19,12.03,-6.0,-12.0,1.0,4.0,0.0,0.0,239,1,slight_ew,14.4,13.7,19.9,20.9,P1,16.5
18.0,14.0,4.0,8.0,1.0,0.0,0.0,2.0,18.0,8.0,14.0,20.0,1.17,0.7,12.9,10.69,-11.0,-12.0,0.0,1.0,0.0,0.0,239,2,slight_ew,14.4,13.7,19.9,20.9,P1,18.1
15.0,14.0,9.0,9.0,0.0,0.0,4.0,3.0,14.0,12.0,16.0,30.0,1.84,1.52,10.36,10.94,-10.0,-9.0,1.0,2.0,0.0,0.0,239,3,slight_ew,14.4,13.7,19.9,20.9,P2,19.88
20.0,14.0,1.0,5.0,1.0,0.0,0.0,1.0,22.0,18.0,14.0,10.0,1.4,2.67,13.06,11.21,-14.0,-7.0,0.0,1.0,0.0,0.0,240,1,balanced,15.5,13.7,15.9,14.3,P4,15.29
13.0,14.0,8.0,4.0,0.0,0.0,2.0,0.0,16.0,18.0,26.0,10.0,2.85,3.23,10.53,12.93,-9.0,-7.0,-1.0,0.0,0.0,0.0,240,2,balanced,15.5,13.7,15.9,14.3,P1,17.97
14.0,17.0,5.0,8.0,0.0,2.0,3.0,3.0,14.0,24.0,18.0,20.0,1.85,2.28,9.88,10.25,-9.0,-5.0,3.0,2.0,0.0,0.0,240,3,balanced,15.5,13.7,15.9,14.3,P4,18.4
29.0,12.0,5.0,1.0,11.0,0.0,0.0,0.0,36.0,16.0,14.0,2.0,1.5,3.48,12.37,12.85,-9.0,-7.0,0.0,0.0,0.0,0.0,241,1,moderate_ns,28.2,20.1,10.6,10.6,P6,24.9
25.0,15.0,6.0,2.0,10.0,0.0,0.0,0.0,22.0,24.0,20.0,10.0,2.56,1.73,12.16,13.44,-7.0,-9.0,0.0,0.0,0.0,0.0,241,2,moderate_ns,28.2,20.1,10.6,10.6,P6,31.82
39.0,10.0,2.0,1.0,25.0,0.0,0.0,1.0,26.0,18.0,8.0,4.0,2.83,5.22,11.98,7.87,-3.0,-4.0,0.0,1.0,0.0,0.0,241,3,moderate_ns,28.2,20.1,10.6,10.6,P7,39.45
12.0,15.0,11.0,8.0,0.0,2.0,5.0,3.0,12.0,22.0,34.0,24.0,1.84,4.6,10.85,10.73,-8.0,-2.0,2.0,3.0,0.0,0.0,242,1,moderate_ew,12.0,13.4,26.1,24.3,P2,23.14
19.0,10.0,11.0,17.0,0.0,0.0,7.0,13.0,16.0,6.0,20.0,40.0,1.1,1.78,10.56,10.42,-13.0,-8.0,2.0,7.0,0.0,0.0,242,2,moderate_ew,12.0,13.4,26.1,24.3,P1,27.6
17.0,16.0,11.0,22.0,0.0,0.0,5.0,17.0,18.0,12.0,24.0,26.0,1.1,0.89,11.44,9.96,-11.0,-14.0,-3.0,3.0,0.0,0.0,242,3,moderate_ew,12.0,13.4,26.1,24.3,P1,35.62
15.0,33.0,8.0,7.0,0.0,15.0,2.0,2.0,20.0,46.0,22.0,22.0,2.2,1.65,11.35,9.46,-9.0,-6.0,-4.0,1.0,0.0,0.0,243,1,balanced,18.7,19.9,19.3,19.2,P6,34.76
8.0,36.0,17.0,2.0,0.0,22.0,11.0,0.0,8.0,24.0,24.0,10.0,1.7,2.8,9.62,13.69,-4.0,-7.0,3.0,0.0,0.0,0.0,243,2,balanced,18.7,19.9,19.3,19.2,P5,42.32
10.0,41.0,21.0,12.0,0.0,26.0,17.0,7.0,14.0,26.0,22.0,20.0,3.21,2.31,10.41,10.6,-5.0,-7.0,4.0,3.0,0.0,0.0,243,3,balanced,18.7,19.9,19.3,19.2,P5,48.65
55.0,26.0,4.0,1.0,37.0,8.0,0.0,0.0,72.0,22.0,10.0,2.0,1.54,1.65,14.03,13.71,-4.0,-11.0,0.0,0.0,0.0,0.0,245,1,heavy_ns,40.8,28.9,7.7,5.2,P7,52.76
69.0,26.0,2.0,2.0,57.0,14.0,0.0,0.0,34.0,26.0,6.0,6.0,3.6,3.78,13.9,11.91,-4.0,-4.0,0.0,0.0,0.0,0.0,245,2,heavy_ns,40.8,28.9,7.7,5.2,P7,74.19
92.0,41.0,1.0,3.0,79.0,29.0,0.0,1.0,34.0,30.0,6.0,8.0,3.49,3.59,13.58,13.11,-3.0,-3.0,0.0,1.0,0.0,0.0,245,3,heavy_ns,40.8,28.9,7.7,5.2,P7,93.87
17.0,15.0,1.0,2.0,0.0,0.0,1.0,0.0,20.0,18.0,6.0,12.0,2.38,1.45,7.14,11.78,-8.0,-9.0,1.0,0.0,0.0,0.0,246,1,moderate_ns,31.9,19.4,10.0,13.7,P5,23.2
21.0,26.0,4.0,5.0,5.0,10.0,0.0,0.0,20.0,36.0,12.0,16.0,2.06,1.98,11.29,12.96,-9.0,-4.0,0.0,0.0,0.0,0.0,246,2,moderate_ns,31.9,19.4,10.0,13.7,P7,35.87
41.0,25.0,2.0,3.0,28.0,12.0,0.0,1.0,30.0,28.0,6.0,8.0,3.47,3.45,13.29,12.43,-3.0,-4.0,0.0,1.0,0.0,0.0,246,3,moderate_ns,31.9,19.4,10.0,13.7,P7,48.28
5.0,13.0,3.0,3.0,0.0,2.0,1.0,1.0,6.0,16.0,12.0,8.0,2.6,1.98,10.1,11.5,-4.0,-5.0,1.0,1.0,0.0,0.0,247,1,random_mix,10.4,13.4,15.2,7.2,P5,16.12
8.0,9.0,5.0,7.0,0.0,0.0,3.0,2.0,14.0,10.0,16.0,18.0,2.95,0.47,9.85,11.19,-4.0,-8.0,3.0,2.0,0.0,0.0,247,2,random_mix,10.4,13.4,15.2,7.2,P4,17.75
19.0,18.0,5.0,1.0,3.0,1.0,1.0,0.0,26.0,16.0,18.0,2.0,2.0,0.62,10.34,13.73,-7.0,-11.0,1.0,0.0,0.0,0.0,247,3,random_mix,10.4,13.4,15.2,7.2,P5,17.45
10.0,9.0,17.0,5.0,0.0,0.0,12.0,0.0,12.0,10.0,32.0,22.0,4.25,1.8,10.28,13.11,-4.0,-5.0,0.0,0.0,0.0,0.0,249,1,moderate_ew,13.2,13.0,25.5,25.0,P1,27.89
16.0,16.0,24.0,12.0,0.0,0.0,19.0,7.0,20.0,10.0,34.0,24.0,1.63,1.35,10.19,10.58,-11.0,-12.0,10.0,2.0,0.0,0.0,249,2,moderate_ew,13.2,13.0,25.5,25.0,P1,33.94
11.0,9.0,28.0,18.0,0.0,0.0,23.0,13.0,10.0,4.0,26.0,26.0,1.33,0.62,10.74,10.26,-8.0,-7.0,3.0,3.0,0.0,0.0,249,3,moderate_ew,13.2,13.0,25.5,25.0,P1,44.36
22.0,9.0,4.0,17.0,4.0,0.0,3.0,11.0,22.0,6.0,12.0,30.0,1.54,1.89,9.6,10.31,-12.0,-7.0,3.0,2.0,0.0,0.0,250,1,balanced,17.4,16.2,16.9,17.3,P4,26.44
26.0,20.0,8.0,8.0,9.0,3.0,3.0,2.0,26.0,24.0,24.0,12.0,1.73,2.41,11.58,10.81,-11.0,-6.0,3.0,1.0,0.0,0.0,250,2,balanced,17.4,16.2,16.9,17.3,P5,24.84
18.0,17.0,4.0,10.0,2.0,0.0,0.0,6.0,10.0,20.0,18.0,24.0,2.22,2.03,11.22,10.4,-10.0,-10.0,-1.0,1.0,0.0,0.0,250,3,balanced,17.4,16.2,16.9,17.3,P2,22.3
36.0,26.0,4.0,2.0,18.0,8.0,0.0,0.0,42.0,24.0,14.0,4.0,1.65,1.66,12.88,13.29,-11.0,-12.0,0.0,0.0,0.0,0.0,251,1,moderate_ns,30.0,21.9,9.6,9.1,P7,41.6
45.0,26.0,4.0,5.0,32.0,13.0,0.0,0.0,24.0,20.0,14.0,16.0,3.31,3.16,13.51,12.42,-3.0,-7.0,0.0,0.0,0.0,0.0,251,2,moderate_ns,30.0,21.9,9.6,9.1,P7,54.81
53.0,31.0,1.0,5.0,41.0,18.0,0.0,0.0,24.0,26.0,4.0,14.0,3.72,3.15,13.08,12.2,1.0,-5.0,0.0,0.0,0.0,0.0,251,3,moderate_ns,30.0,21.9,9.6,9.1,P7,64.86
7.0,14.0,9.0,10.0,0.0,0.0,3.0,5.0,8.0,16.0,22.0,26.0,0.74,1.89,11.3,10.64,-6.0,-9.0,0.0,2.0,0.0,0.0,252,1,slight_ew,13.7,16.8,21.8,21.1,P2,17.39
17.0,16.0,9.0,4.0,0.0,0.0,4.0,1.0,14.0,10.0,28.0,16.0,0.85,0.75,11.41,11.42,-13.0,-13.0,1.0,1.0,0.0,0.0,252,2,slight_ew,13.7,16.8,21.8,21.1,P2,18.42
15.0,13.0,4.0,6.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,20.0,1.95,3.11,11.62,13.1,-9.0,-6.0,0.0,0.0,0.0,0.0,252,3,slight_ew,13.7,16.8,21.8,21.1,P4,20.33
8.0,16.0,3.0,6.0,0.0,4.0,0.0,2.0,10.0,24.0,20.0,24.0,3.85,1.29,12.09,10.99,-4.0,-3.0,0.0,2.0,0.0,0.0,253,1,slight_ew,13.4,16.4,20.5,20.5,P4,18.66
12.0,11.0,10.0,8.0,0.0,0.0,4.0,2.0,16.0,14.0,12.0,24.0,1.25,1.89,10.45,10.52,-9.0,-7.0,-1.0,0.0,0.0,0.0,253,2,slight_ew,13.4,16.4,20.5,20.5,P1,23.31
14.0,21.0,15.0,13.0,0.0,0.0,10.0,9.0,10.0,22.0,34.0,30.0,0.44,0.75,11.03,10.46,-11.0,-16.0,1.0,3.0,0.0,0.0,253,3,slight_ew,13.4,16.4,20.5,20.5,P1,25.91
7.0,7.0,6.0,4.0,0.0,0.0,1.0,0.0,10.0,14.0,20.0,18.0,3.02,3.46,11.1,11.78,-3.0,-4.0,1.0,0.0,0.0,0.0,254,1,moderate_ew,9.4,13.4,30.2,20.6,P1,18.65
9.0,11.0,14.0,3.0,0.0,0.0,9.0,0.0,8.0,10.0,28.0,12.0,2.47,1.15,11.37,12.86,-6.0,-8.0,2.0,0.0,0.0,0.0,254,2,moderate_ew,9.4,13.4,30.2,20.6,P2,26.57
8.0,14.0,30.0,7.0,0.0,0.0,25.0,2.0,12.0,12.0,34.0,26.0,6.41,2.09,10.08,12.42,-2.0,-10.0,2.0,2.0,0.0,0.0,254,3,moderate_ew,9.4,13.4,30.2,20.6,P2,32.67
9.0,17.0,4.0,8.0,0.0,0.0,2.0,3.0,10.0,12.0,8.0,6.0,1.45,1.79,11.0,10.48,-7.0,-12.0,2.0,0.0,0.0,0.0,255,1,random_mix,11.2,19.8,9.9,19.7,P4,17.16
